Serial Number,Title,Page Link,PDF Link,Download Status
313,White Noise,https://www.scriptslug.com/script/white-noise-2022,https://assets.scriptslug.com/live/pdf/scripts/white-noise-2022.pdf?v=1729115061,True
314,The Whale,https://www.scriptslug.com/script/the-whale-2022,https://assets.scriptslug.com/live/pdf/scripts/the-whale-2022.pdf?v=1729115044,True
315,Elvis,https://www.scriptslug.com/script/elvis-2022,https://assets.scriptslug.com/live/pdf/scripts/elvis-2022.pdf?v=1729114901,True
316,Women Talking,https://www.scriptslug.com/script/women-talking-2022,https://assets.scriptslug.com/live/pdf/scripts/women-talking-2022.pdf?v=1729115063,True
317,Black PantherWakanda Forever,https://www.scriptslug.com/script/black-panther-wakanda-forever-2022,https://assets.scriptslug.com/live/pdf/scripts/black-panther-wakanda-forever-2022.pdf?v=1729114873,True
318,Till,https://www.scriptslug.com/script/till-2022,https://assets.scriptslug.com/live/pdf/scripts/till-2022.pdf?v=1729115049,True
319,She Said,https://www.scriptslug.com/script/she-said-2022,https://assets.scriptslug.com/live/pdf/scripts/she-said-2022.pdf?v=1729114988,True
320,Glass OnionA Knives Out Mystery,https://www.scriptslug.com/script/glass-onion-a-knives-out-mystery-2022,https://assets.scriptslug.com/live/pdf/scripts/glass-onion-a-knives-out-mystery-2022.pdf?v=1729114916,True
321,The Banshees of Inisherin,https://www.scriptslug.com/script/the-banshees-of-inisherin-2022,https://assets.scriptslug.com/live/pdf/scripts/the-banshees-of-inisherin-2022.pdf?v=1729115007,True
322,TÁR,https://www.scriptslug.com/script/t%C3%A1r-2022,https://assets.scriptslug.com/live/pdf/scripts/tar-2022.pdf?v=1729115004,True
323,Armageddon Time,https://www.scriptslug.com/script/armageddon-time-2022,https://assets.scriptslug.com/live/pdf/scripts/armageddon-time-2022.pdf?v=1729114862,True
324,The Fabelmans,https://www.scriptslug.com/script/the-fabelmans-2022,https://assets.scriptslug.com/live/pdf/scripts/the-fabelmans-2022.pdf?v=1729115015,True
325,Guillermo del Toro's Pinocchio,https://www.scriptslug.com/script/guillermo-del-toros-pinocchio-2022,https://assets.scriptslug.com/live/pdf/scripts/pinocchio-2022.pdf?v=1729114971,True
326,The White LotusArrivals,https://www.scriptslug.com/script/the-white-lotus-101-arrivals-2021,https://assets.scriptslug.com/live/pdf/scripts/the-white-lotus-101-arrivals-2021.pdf?v=1729115044,True
327,Rent,https://www.scriptslug.com/script/rent-2005,https://assets.scriptslug.com/live/pdf/scripts/rent-2005.pdf?v=1729114978,True
328,Bridget Jone's Diary,https://www.scriptslug.com/script/bridget-jones-diary-2001,https://assets.scriptslug.com/live/pdf/scripts/bridget-jones-diary-2001.pdf?v=1729114879,True
329,Anastasia,https://www.scriptslug.com/script/anastasia-1997,https://assets.scriptslug.com/live/pdf/scripts/anastasia-1997.pdf?v=1729114860,True
330,Addams Family Values,https://www.scriptslug.com/script/addams-family-values-1993,https://assets.scriptslug.com/live/pdf/scripts/addams-family-values-1993.pdf?v=1729114855,True
331,La BreaPilot,https://www.scriptslug.com/script/la-brea-101-pilot-2021,https://assets.scriptslug.com/live/pdf/scripts/la-brea-101-pilot-2021.pdf?v=1729114938,True
332,Spy Kids,https://www.scriptslug.com/script/spy-kids-2001,https://assets.scriptslug.com/live/pdf/scripts/spy-kids-2001.pdf?v=1729114996,True
333,Jingle All the Way,https://www.scriptslug.com/script/jingle-all-the-way-1996,https://assets.scriptslug.com/live/pdf/scripts/jingle-all-the-way-1996.pdf?v=1729114933,True
334,Krampus,https://www.scriptslug.com/script/krampus-2015,https://assets.scriptslug.com/live/pdf/scripts/krampus-2015.pdf?v=1729114938,True
335,Gremlins,https://www.scriptslug.com/script/gremlins-1984,https://assets.scriptslug.com/live/pdf/scripts/gremlins-1984.pdf?v=1729114918,True
336,SherlockThe Abominable Bride,https://www.scriptslug.com/script/sherlock-401-the-abominable-bride-2016,https://assets.scriptslug.com/live/pdf/scripts/sherlock-401-the-abominable-bride-2016.pdf?v=1729114988,True
337,We're No Angels,https://www.scriptslug.com/script/were-no-angels-1989,https://assets.scriptslug.com/live/pdf/scripts/were-no-angels-1989.pdf?v=1729115060,True
338,Frantic,https://www.scriptslug.com/script/frantic-1988,https://assets.scriptslug.com/live/pdf/scripts/frantic-1988.pdf?v=1729114911,True
339,Frailty,https://www.scriptslug.com/script/frailty-2001,https://assets.scriptslug.com/live/pdf/scripts/frailty-2001.pdf?v=1729114910,True
340,National Lampoon's Vacation,https://www.scriptslug.com/script/national-lampoons-vacation-1983,https://assets.scriptslug.com/live/pdf/scripts/national-lampoons-vacation-1983.pdf?v=1729114960,True
341,Nanny,https://www.scriptslug.com/script/nanny-2022,https://assets.scriptslug.com/live/pdf/scripts/nanny-2022.pdf?v=1729114959,True
342,Electric DreamsThe Father Thing,https://www.scriptslug.com/script/electric-dreams-107-the-father-thing-2018,https://assets.scriptslug.com/live/pdf/scripts/electric-dreams-107-the-father-thing-2018.pdf?v=1729114901,True
343,CB4,https://www.scriptslug.com/script/cb4-1993,https://assets.scriptslug.com/live/pdf/scripts/cb4-1993.pdf?v=1729114884,True
344,Flatliners,https://www.scriptslug.com/script/flatliners-2017,https://assets.scriptslug.com/live/pdf/scripts/flatliners-2017.pdf?v=1729114909,True
345,Don't Worry Darling,https://www.scriptslug.com/script/dont-worry-darling-2022,https://assets.scriptslug.com/live/pdf/scripts/dont-worry-darling-2022.pdf?v=1729114898,True
346,EvilGenesis,https://www.scriptslug.com/script/evil-101-genesis-2019,https://assets.scriptslug.com/live/pdf/scripts/evil-101-genesis-1-2019.pdf?v=1729114904,True
347,Excalibur,https://www.scriptslug.com/script/excalibur-1981,https://assets.scriptslug.com/live/pdf/scripts/excalibur-1981.pdf?v=1729114905,True
348,127 Hours,https://www.scriptslug.com/script/127-hours-2010,https://assets.scriptslug.com/live/pdf/scripts/127-hours-2010.pdf?v=1729114848,True
349,Better Call SaulPlan and Execution,https://www.scriptslug.com/script/better-call-saul-607-plan-and-execution-2022,https://assets.scriptslug.com/live/pdf/scripts/better-call-saul-607-plan-and-execution-2022.pdf?v=1729114870,True
350,BatmanThe Joker is Wild,https://www.scriptslug.com/script/batman-105-the-joker-is-wild-1966,https://assets.scriptslug.com/live/pdf/scripts/batman-105-the-joker-is-wild-1966.pdf?v=1729114867,True
351,28 Weeks Later,https://www.scriptslug.com/script/28-weeks-later-2007,https://assets.scriptslug.com/live/pdf/scripts/28-weeks-later-2007.pdf?v=1729114849,True
352,Dutch,https://www.scriptslug.com/script/dutch-1991,https://assets.scriptslug.com/live/pdf/scripts/dutch-1991.pdf?v=1729114900,True
353,Blankman,https://www.scriptslug.com/script/blankman-1994,https://assets.scriptslug.com/live/pdf/scripts/blankman-1994.pdf?v=1729114874,True
354,2010The Year We Make Contact,https://www.scriptslug.com/script/2010-the-year-we-make-contact-1984,https://assets.scriptslug.com/live/pdf/scripts/2010-the-year-we-make-contact-1984.pdf?v=1729114849,True
355,Lovecraft CountryMeet Me in Daegu,https://www.scriptslug.com/script/lovecraft-country-106-meet-me-in-daegu-2020,https://assets.scriptslug.com/live/pdf/scripts/lovecraft-country-106-meet-me-in-daegu-2020.pdf?v=1729114945,True
356,Poetic Justice,https://www.scriptslug.com/script/poetic-justice-1993,https://assets.scriptslug.com/live/pdf/scripts/poetic-justice-1993.pdf?v=1729114972,True
357,Barbershop,https://www.scriptslug.com/script/barbershop-2002,https://assets.scriptslug.com/live/pdf/scripts/barbershop-2002.pdf?v=1729114866,True
358,One Eight Seven,https://www.scriptslug.com/script/one-eight-seven-1999,https://assets.scriptslug.com/live/pdf/scripts/one-eighty-seven-1999.pdf?v=1729114965,True
359,A Soldier's Story,https://www.scriptslug.com/script/a-soldiers-story-1984,https://assets.scriptslug.com/live/pdf/scripts/a-soldiers-story-1984.pdf?v=1729114853,True
360,YouPilot,https://www.scriptslug.com/script/you-101-pilot-2018,https://assets.scriptslug.com/live/pdf/scripts/you-101-pilot-2018.pdf?v=1729115065,True
361,YellowjacketsBear Down,https://www.scriptslug.com/script/yellowjackets-104-bear-down-2021,https://assets.scriptslug.com/live/pdf/scripts/yellowjackets-104-bear-down-2021.pdf?v=1729115064,True
362,MindhunterEpisode 1.1,https://www.scriptslug.com/script/mindhunter-101-episode-1-1-2017,https://assets.scriptslug.com/live/pdf/scripts/mindhunter-101-episode-1-1-2017.pdf?v=1729114954,True
363,National Lampoon's European Vacation,https://www.scriptslug.com/script/national-lampoons-european-vacation-1985,https://assets.scriptslug.com/live/pdf/scripts/national-lampoons-european-vacation-1985.pdf?v=1729114960,True
364,Blonde,https://www.scriptslug.com/script/blonde-2022,https://assets.scriptslug.com/live/pdf/scripts/blonde-2022.pdf?v=1729114874,True
365,All the Old Knives,https://www.scriptslug.com/script/all-the-old-knives-2022,https://assets.scriptslug.com/live/pdf/scripts/all-the-old-knives-2022.pdf?v=1729114857,True
366,To All the Boys I've Loved Before,https://www.scriptslug.com/script/to-all-the-boys-ive-loved-before-2018,https://assets.scriptslug.com/live/pdf/scripts/to-all-the-boys-ive-loved-before-2018.pdf?v=1729115050,True
367,MaggieThings Begin Where They End,https://www.scriptslug.com/script/maggie-101-things-begin-where-they-end-2022,https://assets.scriptslug.com/live/pdf/scripts/maggie-101-things-begin-where-they-end-2022.pdf?v=1729114947,True
368,NCISLos AngelesRed Part One,https://www.scriptslug.com/script/ncis-los-angeles-418-red-part-one-2013,https://assets.scriptslug.com/live/pdf/scripts/ncis-los-angeles-418-red-part-one-2013.pdf?v=1729114960,True
369,Halloween 4The Return of Michael Myers,https://www.scriptslug.com/script/halloween-4-the-return-of-michael-myers-1988,https://assets.scriptslug.com/live/pdf/scripts/halloween-4-the-return-of-michael-myers-1988.pdf?v=1729114920,True
370,The Wicker Man,https://www.scriptslug.com/script/the-wicker-man-1973,https://assets.scriptslug.com/live/pdf/scripts/the-wicker-man-1973.pdf?v=1729115044,True
371,Stir of Echoes,https://www.scriptslug.com/script/stir-of-echoes-1999,https://assets.scriptslug.com/live/pdf/scripts/stir-of-echoes-1999.pdf?v=1729114999,True
372,Shadow BoundAll Episodes,https://www.scriptslug.com/script/shadow-bound-100-all-episodes-2013,https://assets.scriptslug.com/live/pdf/scripts/shadow-bound-2013.pdf?v=1729114987,True
373,Halloween 6The Curse of Michael Myers,https://www.scriptslug.com/script/halloween-6-the-curse-of-michael-myers-1995,https://assets.scriptslug.com/live/pdf/scripts/halloween-6-the-curse-of-michael-myers-1995.pdf?v=1729114920,True
374,Masters of HorrorThe Washingtonians,https://www.scriptslug.com/script/masters-of-horror-202-the-washingtonians-2007,https://assets.scriptslug.com/live/pdf/scripts/masters-of-horro-202-the-washingtonians-2005.pdf?v=1729114950,True
375,The HobbitThe Desolation of Smaug,https://www.scriptslug.com/script/the-hobbit-an-unexpected-journey-2013,https://assets.scriptslug.com/live/pdf/scripts/the-hobbit-the-desolation-of-smaug-2013.pdf?v=1729115022,True
376,The HobbitAn Unexpected Journey,https://www.scriptslug.com/script/the-hobbit-an-unexpected-journey-2012-2,https://assets.scriptslug.com/live/pdf/scripts/the-hobbit-an-unexpected-journey-scripted-2012.pdf?v=1729115021,True
377,The Blob,https://www.scriptslug.com/script/the-blob-1988,https://assets.scriptslug.com/live/pdf/scripts/the-blob-1988.pdf?v=1729115009,True
378,Evil Dead,https://www.scriptslug.com/script/evil-dead-2013,https://assets.scriptslug.com/live/pdf/scripts/evil-dead-2013.pdf?v=1729114904,True
379,Evil Dead II,https://www.scriptslug.com/script/evil-dead-ii-1987,https://assets.scriptslug.com/live/pdf/scripts/evil-dead-ii-1987.pdf?v=1729114904,True
380,Mary Shelley's Frankenstein,https://www.scriptslug.com/script/mary-shelleys-frankenstein-1994,https://assets.scriptslug.com/live/pdf/scripts/mary-shelleys-frankenstein-1994.pdf?v=1729114950,True
381,The Fly II,https://www.scriptslug.com/script/the-fly-ii-1989,https://assets.scriptslug.com/live/pdf/scripts/the-fly-ii-1989.pdf?v=1729115016,True
382,Dominion,https://www.scriptslug.com/script/dominion-2005,https://assets.scriptslug.com/live/pdf/scripts/dominion-2005.pdf?v=1729114897,True
383,Thir13en Ghosts,https://www.scriptslug.com/script/thir13en-ghosts-2001,https://assets.scriptslug.com/live/pdf/scripts/thir13en-ghosts-2001.pdf?v=1729115048,True
384,The Others,https://www.scriptslug.com/script/the-others-2001,https://assets.scriptslug.com/live/pdf/scripts/the-others-2001.pdf?v=1729115034,True
385,Predators,https://www.scriptslug.com/script/predators-2010,https://assets.scriptslug.com/live/pdf/scripts/predators-2010.pdf?v=1729114973,True
386,Alien vs. PredatorRequiem,https://www.scriptslug.com/script/alien-vs-predator-requiem-2007,https://assets.scriptslug.com/live/pdf/scripts/alien-vs-predator-requiem-2007.pdf?v=1729114856,True
387,Alien Resurrection,https://www.scriptslug.com/script/alien-resurrection-1997,https://assets.scriptslug.com/live/pdf/scripts/alien-resurrection-1997.pdf?v=1729114856,True
388,Hostel,https://www.scriptslug.com/script/hostel-2005,https://assets.scriptslug.com/live/pdf/scripts/hostel-2005.pdf?v=1729114926,True
389,Spawn,https://www.scriptslug.com/script/spawn-1997,https://assets.scriptslug.com/live/pdf/scripts/spawn-1997.pdf?v=1729114994,True
390,Teen Wolf,https://www.scriptslug.com/script/teen-wolf-1985,https://assets.scriptslug.com/live/pdf/scripts/teen-wolf-1985.pdf?v=1729115004,True
391,Jaws 2,https://www.scriptslug.com/script/jaws-2-1978,https://assets.scriptslug.com/live/pdf/scripts/jaws-2-1978.pdf?v=1729114933,True
392,Interview with the Vampire,https://www.scriptslug.com/script/interview-with-the-vampire-1994,https://assets.scriptslug.com/live/pdf/scripts/interview-with-the-vampire-1994.pdf?v=1729114931,True
393,HellboundHellraiser II,https://www.scriptslug.com/script/hellbound-hellraiser-ii-1988,https://assets.scriptslug.com/live/pdf/scripts/hellbound-hellraiser-ii-1988.pdf?v=1729114923,True
394,Final Destination,https://www.scriptslug.com/script/final-destination-2000,https://assets.scriptslug.com/live/pdf/scripts/final-destination-2000.pdf?v=1729114908,True
395,Kingpin,https://www.scriptslug.com/script/kingpin-1996,https://assets.scriptslug.com/live/pdf/scripts/kingpin-1996.pdf?v=1729114937,True
396,Big Trouble in Little China,https://www.scriptslug.com/script/big-trouble-in-little-china-1986,https://assets.scriptslug.com/live/pdf/scripts/big-trouble-in-little-china-1986.pdf?v=1729114871,True
397,Armed and Dangerous,https://www.scriptslug.com/script/armed-and-dangerous-1986,https://assets.scriptslug.com/live/pdf/scripts/armed-and-dangerous-1986.pdf?v=1729114862,True
398,Picnic at Hanging Rock,https://www.scriptslug.com/script/picnic-at-hanging-rock-1975,https://assets.scriptslug.com/live/pdf/scripts/picnic-at-hanging-rock-1975.pdf?v=1729114970,True
399,Courage Under Fire,https://www.scriptslug.com/script/courage-under-fire-1996,https://assets.scriptslug.com/live/pdf/scripts/courage-under-fire-1996.pdf?v=1729114891,True
400,Frost  Nixon,https://www.scriptslug.com/script/frost-nixon-2008,https://assets.scriptslug.com/live/pdf/scripts/frost-nixon-2008.pdf?v=1729114913,True
401,The SopranosA Hit is a Hit,https://www.scriptslug.com/script/the-sopranos-110-a-hit-is-a-hit-1999,https://assets.scriptslug.com/live/pdf/scripts/the-sopranos-110-a-hit-is-a-hit-1999.pdf?v=1729115039,True
402,Fear StreetPart One - 1994,https://www.scriptslug.com/script/fear-street-part-one-1994-2021,https://assets.scriptslug.com/live/pdf/scripts/fear-street-part-one-1994-2021.pdf?v=1729114907,True
403,MinxNot like a shvantz right in the face,https://www.scriptslug.com/script/minx-101-not-like-a-shvantz-right-in-the-face-2022,https://assets.scriptslug.com/live/pdf/scripts/minx-101-not-like-a-shvantz-right-in-the-face-2022.pdf?v=1729114954,True
404,Over the Moon,https://www.scriptslug.com/script/over-the-moon-2020,https://assets.scriptslug.com/live/pdf/scripts/over-the-moon-2020.pdf?v=1729114966,True
405,Terminator Genisys,https://www.scriptslug.com/script/terminator-genisys-2015,https://assets.scriptslug.com/live/pdf/scripts/terminator-genisys-2015.pdf?v=1729115005,True
406,The Hitcher,https://www.scriptslug.com/script/the-hitcher-1986,https://assets.scriptslug.com/live/pdf/scripts/the-hitcher-1986.pdf?v=1729115021,True
407,Highlander IIThe Quickening,https://www.scriptslug.com/script/highlander-ii-the-quickening-1991,https://assets.scriptslug.com/live/pdf/scripts/highlander-ii-the-quickening-1991.pdf?v=1729114924,True
408,The Outsiders,https://www.scriptslug.com/script/the-outsiders-1983,https://assets.scriptslug.com/live/pdf/scripts/the-outsiders-1983.pdf?v=1729115034,True
409,101 Dalmations,https://www.scriptslug.com/script/101-dalmations-1996,https://assets.scriptslug.com/live/pdf/scripts/101-dalmations-1996.pdf?v=1729114847,True
410,MIssionImpossible - Rogue Nation,https://www.scriptslug.com/script/mission-impossible-rogue-nation-2015,https://assets.scriptslug.com/live/pdf/scripts/mission-impossible-rogue-nation-2015.pdf?v=1729114955,True
411,Black BirdPilot,https://www.scriptslug.com/script/black-bird-101-pilot-2022,https://assets.scriptslug.com/live/pdf/scripts/black-bird-101-pilot-2022.pdf?v=1729114872,True
412,Ninja Assassin,https://www.scriptslug.com/script/ninja-assassin-2009,https://assets.scriptslug.com/live/pdf/scripts/ninja-assassin-2009.pdf?v=1729114962,True
413,Ace VenturaPet Detective,https://www.scriptslug.com/script/ace-ventura-pet-detective-1994,https://assets.scriptslug.com/live/pdf/scripts/ace-ventura-pet-detective-1994.pdf?v=1729114854,True
414,The BearSystem,https://www.scriptslug.com/script/the-bear-101-system-2022,https://assets.scriptslug.com/live/pdf/scripts/the-bear-101-system-2022.pdf?v=1729115008,True
415,YellowstoneHalf the Money,https://www.scriptslug.com/script/yellowstone-401-half-the-money-2021,https://assets.scriptslug.com/live/pdf/scripts/yellowstone-401-half-the-money-2021.pdf?v=1729115065,True
416,The Lego Movie,https://www.scriptslug.com/script/the-lego-movie-2014,https://assets.scriptslug.com/live/pdf/scripts/the-lego-movie-2014.pdf?v=1729115026,True
417,The SopranosCollege,https://www.scriptslug.com/script/the-sopranos-105-college-1999,https://assets.scriptslug.com/live/pdf/scripts/the-sopranos-105-college-1999.pdf?v=1729115039,True
418,Orphan,https://www.scriptslug.com/script/orphan-2008,https://assets.scriptslug.com/live/pdf/scripts/orphan-2008.pdf?v=1729114966,True
419,Body Heat,https://www.scriptslug.com/script/body-heat-1981,https://assets.scriptslug.com/live/pdf/scripts/body-heat-1981.pdf?v=1729114875,True
420,Not Easily Broken,https://www.scriptslug.com/script/not-easily-broken-2009,https://assets.scriptslug.com/live/pdf/scripts/not-easily-broken-2009.pdf?v=1729114963,True
421,The Curious Case of Benjamin Button,https://www.scriptslug.com/script/the-curious-case-of-benjamin-button-2008,https://assets.scriptslug.com/live/pdf/scripts/the-curious-case-of-benjamin-button-2008.pdf?v=1729115012,True
422,Air Force One,https://www.scriptslug.com/script/air-force-one-1997,https://assets.scriptslug.com/live/pdf/scripts/air-force-one-1997.pdf?v=1729114855,True
423,Broken Arrow,https://www.scriptslug.com/script/broken-arrow-1996,https://assets.scriptslug.com/live/pdf/scripts/broken-arrow-1996.pdf?v=1729114880,True
424,AVPAlien vs. Predator,https://www.scriptslug.com/script/avp-alien-vs-predator-2004,https://assets.scriptslug.com/live/pdf/scripts/avp-alien-vs-predator-2004.pdf?v=1729114864,True
425,Predator 2,https://www.scriptslug.com/script/predator-2-1990,https://assets.scriptslug.com/live/pdf/scripts/predator-2-1990.pdf?v=1729114973,True
426,Dances with Wolves,https://www.scriptslug.com/script/dances-with-wolves-1990,https://assets.scriptslug.com/live/pdf/scripts/dances-with-wolves-1990.pdf?v=1729114892,True
427,Commando,https://www.scriptslug.com/script/commando-1985,https://assets.scriptslug.com/live/pdf/scripts/commando-1985.pdf?v=1729114889,True
428,The Exorcist III,https://www.scriptslug.com/script/the-exorcist-iii-1990,https://assets.scriptslug.com/live/pdf/scripts/the-exorcist-iii-1990.pdf?v=1729115015,True
429,Exorcist IIThe Heretic,https://www.scriptslug.com/script/exorcist-ii-the-heretic-1977,https://assets.scriptslug.com/live/pdf/scripts/exorcist-ii-the-heretic-1977.pdf?v=1729114905,True
430,The Sopranos46 Long,https://www.scriptslug.com/script/the-sopranos-102-46-long-1999,https://assets.scriptslug.com/live/pdf/scripts/the-sopranos-102-46-long-1999.pdf?v=1729115039,True
431,Tin Men,https://www.scriptslug.com/script/tin-men-1987,https://assets.scriptslug.com/live/pdf/scripts/tin-men-1987.pdf?v=1729115049,True
432,The Road Warrior,https://www.scriptslug.com/script/the-road-warrior-1981,https://assets.scriptslug.com/live/pdf/scripts/the-road-warrior-1981.pdf?v=1729115036,True
433,The SopranosPax Soprano,https://www.scriptslug.com/script/the-sopranos-106-pax-soprano-1999,https://assets.scriptslug.com/live/pdf/scripts/the-sopranos-106-pax-soprano-1999.pdf?v=1729115039,True
434,The Warriors,https://www.scriptslug.com/script/the-warriors-1979,https://assets.scriptslug.com/live/pdf/scripts/the-warriors-1979.pdf?v=1729115043,True
435,Meatballs,https://www.scriptslug.com/script/meatballs-1979,https://assets.scriptslug.com/live/pdf/scripts/meatballs-1979.pdf?v=1729114951,True
436,My Demon Lover,https://www.scriptslug.com/script/my-demon-lover-1987,https://assets.scriptslug.com/live/pdf/scripts/my-demon-lover-1987.pdf?v=1729114959,True
437,Midnight MassRevelation,https://www.scriptslug.com/script/midnight-mass-107-revelation-2021,https://assets.scriptslug.com/live/pdf/scripts/midnight-mass-107-revelation-2021.pdf?v=1729114953,True
438,Midnight MassGospel,https://www.scriptslug.com/script/midnight-mass-105-gospel-2021,https://assets.scriptslug.com/live/pdf/scripts/midnight-mass-105-gospel-2021.pdf?v=1729114952,True
439,Insomnia,https://www.scriptslug.com/script/insomnia-2002,https://assets.scriptslug.com/live/pdf/scripts/insomnia-2002.pdf?v=1729114931,True
440,Pariah,https://www.scriptslug.com/script/pariah-2011,https://assets.scriptslug.com/live/pdf/scripts/pariah-2011.pdf?v=1729114968,True
441,213,https://www.scriptslug.com/script/213-2009,https://assets.scriptslug.com/live/pdf/scripts/2-13-2009.pdf?v=1729114848,True
442,Another 48 Hrs.,https://www.scriptslug.com/script/another-48-hrs-1990,https://assets.scriptslug.com/live/pdf/scripts/another-48-hrs-1990.pdf?v=1729114861,True
443,Lovecraft CountryHoly Ghost,https://www.scriptslug.com/script/lovecraft-country-103-holy-ghost-2020,https://assets.scriptslug.com/live/pdf/scripts/lovecraft-country-103-holy-ghost-2020.pdf?v=1729114945,True
444,Prometheus,https://www.scriptslug.com/script/prometheus-2012,https://assets.scriptslug.com/live/pdf/scripts/prometheus-2012.pdf?v=1729114974,True
445,Severance,https://www.scriptslug.com/script/severance-2006,https://assets.scriptslug.com/live/pdf/scripts/severance-2006.pdf?v=1729114987,True
446,YellowjacketsPilot,https://www.scriptslug.com/script/yellowjackets-101-pilot-2021,https://assets.scriptslug.com/live/pdf/scripts/yellowjackets-101-pilot-2021.pdf?v=1729115064,True
447,Memories of Murder,https://www.scriptslug.com/script/memories-of-murder-2003,https://assets.scriptslug.com/live/pdf/scripts/memories-of-murder-2003.pdf?v=1729114951,True
448,"The Man Who Fell to EarthHallo, Spaceboy",https://www.scriptslug.com/script/the-man-who-fell-to-earth-101-hallo-spaceboy-2022,https://assets.scriptslug.com/live/pdf/scripts/the-man-who-fell-to-earth-101-hallo-spaceboy-2022.pdf?v=1729115029,True
449,Monster's Ball,https://www.scriptslug.com/script/monsters-ball-2001,https://assets.scriptslug.com/live/pdf/scripts/monsters-ball-2001.pdf?v=1729114956,True
450,Midnight MassBook IV Lamentations,https://www.scriptslug.com/script/midnight-mass-104-book-iv-lamentations-2021,https://assets.scriptslug.com/live/pdf/scripts/midnight-mass-104-book-iv-lamentations-2021.pdf?v=1729114952,True
451,Police Academy 3Back in Training,https://www.scriptslug.com/script/police-academy-3-back-in-training-1986,https://assets.scriptslug.com/live/pdf/scripts/police-academy-3-back-in-training-1986.pdf?v=1729114972,True
452,Night of the Demons,https://www.scriptslug.com/script/night-of-the-demons-1988,https://assets.scriptslug.com/live/pdf/scripts/night-of-the-demons-1988.pdf?v=1729114961,True
453,Revenge of the Nerds,https://www.scriptslug.com/script/revenge-of-the-nerds-1984,https://assets.scriptslug.com/live/pdf/scripts/revenge-of-the-nerds-1984.pdf?v=1729114979,True
454,Swan Song,https://www.scriptslug.com/script/swan-song-2021,https://assets.scriptslug.com/live/pdf/scripts/swan-song-2021.pdf?v=1729115003,True
455,The Tender Bar,https://www.scriptslug.com/script/the-tender-bar-2021,https://assets.scriptslug.com/live/pdf/scripts/the-tender-bar-2021.pdf?v=1729115040,True
456,Mare of EasttownSacrament,https://www.scriptslug.com/script/mare-of-easttown-107-sacrament-2021,https://assets.scriptslug.com/live/pdf/scripts/mare-of-easttown-107-sacrament-2020.pdf?v=1729114949,True
457,Midnight MassBook III Proverbs,https://www.scriptslug.com/script/midnight-mass-103-book-iii-proverbs-2021,https://assets.scriptslug.com/live/pdf/scripts/midnight-mass-103-book-iii-proverbs-2021.pdf?v=1729114952,True
458,Like Father Like Son,https://www.scriptslug.com/script/like-father-like-son-1987,https://assets.scriptslug.com/live/pdf/scripts/like-father-like-son-1987.pdf?v=1729114942,True
459,Porky's Revenge,https://www.scriptslug.com/script/porkys-revenge-1985,https://assets.scriptslug.com/live/pdf/scripts/porkys-revenge-1985.pdf?v=1729114973,True
460,Never Rarely Sometimes Always,https://www.scriptslug.com/script/never-rarely-sometimes-always-2020,https://assets.scriptslug.com/live/pdf/scripts/never-rarely-sometimes-always-2020.pdf?v=1729114961,True
461,Red Rocket,https://www.scriptslug.com/script/red-rocket-2021,https://assets.scriptslug.com/live/pdf/scripts/red-rocket-2021.pdf?v=1729114978,True
462,Midnight Run,https://www.scriptslug.com/script/midnight-run-1988,https://assets.scriptslug.com/live/pdf/scripts/midnight-run-1988.pdf?v=1729114953,True
463,SeveranceGood News About Hell,https://www.scriptslug.com/script/severance-101-good-news-about-hell-2022,https://assets.scriptslug.com/live/pdf/scripts/severance-101-good-news-about-hell-2022.pdf?v=1729114987,True
464,Police Academy 2Their First Assignment,https://www.scriptslug.com/script/police-academy-2-their-first-assignment-1985,https://assets.scriptslug.com/live/pdf/scripts/police-academy-2-the-first-assignment-1985.pdf?v=1729114972,True
465,Live Free or Die Hard,https://www.scriptslug.com/script/live-free-or-die-hard-2007,https://assets.scriptslug.com/live/pdf/scripts/life-free-or-die-hard-2007.pdf?v=1729114941,True
466,Big,https://www.scriptslug.com/script/big-1988,https://assets.scriptslug.com/live/pdf/scripts/big-1988.pdf?v=1729114870,True
467,Purple Rain,https://www.scriptslug.com/script/purple-rain-1984,https://assets.scriptslug.com/live/pdf/scripts/purple-rain-1984.pdf?v=1729114975,True
468,Gattaca,https://www.scriptslug.com/script/gattaca-1997,https://assets.scriptslug.com/live/pdf/scripts/gattaca-1997.pdf?v=1729114915,True
469,22 Jump Street,https://www.scriptslug.com/script/22-jump-street-2014,https://assets.scriptslug.com/live/pdf/scripts/22-jump-street-2014.pdf?v=1729114849,True
470,Darkman,https://www.scriptslug.com/script/darkman-1990,https://assets.scriptslug.com/live/pdf/scripts/darkman-1990.pdf?v=1729114893,True
471,The Matador,https://www.scriptslug.com/script/the-matador-2005,https://assets.scriptslug.com/live/pdf/scripts/the-matador-2005.pdf?v=1729115029,True
472,Catch Me If You Can,https://www.scriptslug.com/script/catch-me-if-you-can-2002,https://assets.scriptslug.com/live/pdf/scripts/catch-me-if-you-can-2002.pdf?v=1729114884,True
473,Critters,https://www.scriptslug.com/script/critters-1986,https://assets.scriptslug.com/live/pdf/scripts/critters-1986.pdf?v=1729114892,True
474,1408,https://www.scriptslug.com/script/1408-2007,https://assets.scriptslug.com/live/pdf/scripts/1408-2007.pdf?v=1729114848,True
